Path to each video;ID conserved of an individual;noise or worm ?;Comments
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;59;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;60;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;61;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;62;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;63;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;64;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;65;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;66;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;67;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;68;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;69;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;70;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;71;noise;
Minipatches_light_20260116/20221011T111318_SmallPatches_C2-CAM4;72;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;1;worm;1 worm
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;2;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;3;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;4;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;5;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;6;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;7;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;8;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;9;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;10;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;11;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;12;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;13;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;14;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;15;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;16;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;17;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;18;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;19;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;20;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;21;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;22;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;23;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;24;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;25;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;26;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;27;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;28;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;29;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;30;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;31;noise;
Minipatches_light_20260116/20221115T113211_SmallPatches_C4-CAM5;32;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;1;worm;1 worm
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;2;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;3;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;4;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;5;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;6;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;7;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;8;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;9;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;10;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;11;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;12;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;13;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;14;noise;
Minipatches_light_20260116/20221011T111213_SmallPatches_C1-CAM3;15;noise;
Minipatches_light_20260116/20221016T113025_SmallPatches_C1-CAM8;NA;NA;pas de traj.csv
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;1;worm;1 worm
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;2;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;3;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;4;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;5;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;6;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;7;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;8;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;9;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;10;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;11;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;12;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;13;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;14;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;15;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;16;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;17;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;18;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;19;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;20;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;21;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;22;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;23;noise;
Minipatches_light_20260116/20221110T194540_SmallPatches_C6-CAM2;24;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;1;worm;1 worm
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;2;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;3;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;4;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;5;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;6;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;7;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;8;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;9;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;10;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;11;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;12;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;13;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;14;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;15;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;16;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;17;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;18;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;19;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;20;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;21;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;22;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;23;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;24;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;25;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;26;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;27;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;28;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;29;noise;
Minipatches_light_20260116/20221121T121404_SmallPatches_C6-CAM1;30;noise;
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;1;worm;1 worm
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;2;noise;
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;3;noise;
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;4;noise;
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;5;noise;
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;6;noise;
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;7;noise;
Minipatches_light_20260116/20221122T193945_SmallPatches_C5-CAM5;8;noise;
Minipatches_light_20260116/20221016T113946_SmallPatches_C4-CAM2;NA;NA;no traj.csv file
Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM8;NA;NA;no traj.csv file
/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM7;1;worm;1 worm
/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM7;2;noise;
/Minipatches_light_20260116/20221011T112417_SmallPatches_C6-CAM7;3;noise;
Minipatches_light_20260116/20221014T101612_SmallPatches_C2-CAM4;NA;NA;no traj.csv file
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;1;worm;1 worm
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;2;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;3;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;4;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;5;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;6;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;7;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;8;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;9;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;10;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;11;noise;
Minipatches_light_20260116/20221014T191245_SmallPatches_C3-CAM1;12;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;1;worm1;2 worms
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;2;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;3;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;4;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;5;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;6;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;7;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;8;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;9;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;10;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;11;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;12;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;13;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;14;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;15;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;16;noise;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;17;worm2;
Minipatches_light_20260116/20221118T104737_SmallPatches_C4-CAM4;18;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;1;worm1;2 worms
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;2;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;3;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;4;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;5;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;6;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;7;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;8;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;9;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;10;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;11;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;12;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;13;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;14;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;15;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;16;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;17;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;18;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;19;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;20;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;21;worm2;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;22;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;23;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;24;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;25;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;26;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;27;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;28;noise;
Minipatches_light_20260116/20221017T113050_SmallPatches_C6-CAM3;29;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;1;worm;1 worm
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;2;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;3;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;4;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;5;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;6;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;7;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;8;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;9;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;10;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;11;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;12;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;13;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;14;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;15;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;16;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;17;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;18;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;19;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;20;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;21;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;22;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;23;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;24;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;25;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;26;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;27;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;28;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;29;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;30;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;31;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;32;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;33;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;34;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;35;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;36;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;37;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;38;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;39;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;40;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;41;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;42;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;43;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;44;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;45;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;46;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;47;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;48;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;49;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;50;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;51;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;52;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;53;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;54;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;55;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;56;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;57;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;58;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;59;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;60;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;61;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;62;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;63;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;64;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;65;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;66;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;67;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;68;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;69;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;70;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;71;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;72;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;73;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;74;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;75;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;76;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;77;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;78;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;79;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;80;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;81;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;82;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;83;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;84;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;85;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;86;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;87;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;88;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;89;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;90;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;91;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;92;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;93;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;94;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;95;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;96;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;97;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;98;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;99;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;100;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;101;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;102;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;103;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;104;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;105;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;106;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;107;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;108;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;109;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;110;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;111;noise;
Minipatches_light_20260116/20221017T202150_SmallPatches_C3-CAM2;112;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;1;worm;1 worm
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;2;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;3;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;4;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;5;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;6;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;7;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;8;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;9;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;10;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;11;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;12;noise;
Minipatches_light_20260116/20221117T104110_SmallPatches_C2-CAM8;13;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;1;worm;1 worm
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;2;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;3;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;4;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;5;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;6;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;7;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;8;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;9;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;10;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;11;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;12;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;13;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;14;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;15;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;16;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;17;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;18;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;19;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;20;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;21;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;22;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;23;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;24;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;25;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;26;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;27;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;28;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;29;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;30;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;31;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;32;noise;
Minipatches_light_20260116/20221014T103141_SmallPatches_C6-CAM4;33;noise;
